,State,City,Walk Score,Transit Score,Bike Score,Population
1191,MA,Franklin Town,21,--,28,"31,635"
1192,MA,Lexington,32,--,44,"31,394"
1193,MA,Needham,38,22,37,"28,886"
1194,MA,Gloucester,42,32,31,"28,789"
1195,MA,Norwood,48,26,42,"28,602"
1196,MA,Northampton,42,27,60,"28,549"
1197,MA,Agawam Town,22,--,35,"28,438"
1198,MA,West Springfield Town,35,28,39,"28,391"
1199,MA,Wellesley,37,--,36,"27,982"
1200,MA,Milton,37,39,50,"27,003"
1201,MA,Melrose,60,37,40,"26,983"
1202,MA,Saugus,39,28,31,"26,628"
1203,MA,Danvers,34,--,35,"26,493"
1204,MA,Milford,41,--,42,"25,055"
1205,MA,Wakefield,47,26,40,"24,932"
1206,MA,Reading,33,--,37,"24,747"
1207,MA,Belmont,59,41,60,"24,729"
1208,MA,Dedham,40,29,37,"24,729"
1209,MA,Burlington,28,--,31,"24,498"
1210,MA,Wilmington,20,--,33,"22,325"
1211,MA,Stoneham,48,25,40,"21,437"
1212,MA,Winchester,38,29,43,"21,374"
1213,MA,Gardner,38,--,29,"20,228"
1214,MA,Marblehead,50,27,39,"19,808"
1215,MA,Amherst Center,54,--,57,"19,065"
1216,MA,Somerset,28,--,36,"18,165"
1217,MA,Winthrop Town,60,--,43,"17,497"
1218,MA,Greenfield Town,39,--,38,"17,456"
1219,MA,Newburyport,50,--,45,"17,416"
1220,MA,Southbridge Town,41,--,29,"16,719"
1221,MD,Baltimore (the largest city in Maryland),65,57,56,"620,961"
1222,MD,Columbia,32,27,34,"99,615"
1223,MD,Germantown,36,37,47,"86,395"
1224,MD,Silver Spring,61,64,59,"71,452"
1225,MD,Waldorf,17,--,35,"67,752"
1226,MD,Glen Burnie,35,23,43,"67,639"
1227,MD,Ellicott City,23,11,23,"65,834"
1228,MD,Frederick,46,--,47,"65,239"
1229,MD,Dundalk,49,34,46,"63,597"
1230,MD,Rockville,54,53,58,"61,209"
1231,MD,Bethesda,45,46,56,"60,858"
1232,MD,Gaithersburg,49,41,52,"59,933"
1233,MD,Towson,49,40,38,"55,197"
1234,MD,Bowie,25,23,40,"54,727"
1235,MD,Aspen Hill,27,42,40,"48,759"
1236,MD,Wheaton,48,57,45,"48,284"
1237,MD,Bel Air South,21,13,24,"47,709"
1238,MD,Potomac,16,--,26,"44,965"
1239,MD,Severn,17,17,32,"44,231"
1240,MD,North Bethesda,49,54,55,"43,828"
1241,MD,Catonsville,39,38,38,"41,567"
1242,MD,Hagerstown,52,--,52,"39,662"
1243,MD,Essex,39,35,41,"39,262"
1244,MD,Annapolis,50,34,57,"38,394"
1245,MD,Woodlawn,38,39,35,"37,879"
1246,MD,Severna Park,18,11,32,"37,634"
1247,MD,Odenton,25,--,39,"37,132"
1248,MD,Clinton,14,5,24,"35,970"
1249,MD,Olney,23,26,46,"33,844"
1250,MD,Chillum,53,53,56,"33,513"
1251,MD,Randallstown,23,23,29,"32,430"
1252,MD,Montgomery Village,36,39,35,"32,032"
1253,MD,Pikesville,34,29,31,"30,764"
1254,MD,Parkville,57,39,44,"30,734"
1255,MD,Owings Mills,35,23,26,"30,622"
1256,MD,Bel Air North,17,--,27,"30,568"
1257,MD,Eldersburg,13,--,18,"30,531"
1258,MD,College Park,52,48,67,"30,413"
1259,MD,Salisbury,45,--,46,"30,343"
1260,MD,Carney,39,23,28,"29,941"
1261,MD,Milford Mill,37,37,35,"29,042"
1262,MD,Perry Hall,28,13,27,"28,474"
1263,MD,Crofton,27,--,33,"27,348"
1264,MD,South Laurel,28,26,32,"26,112"
1265,MD,Reisterstown,37,22,33,"25,968"
1266,MD,Suitland,35,43,32,"25,825"
1267,MD,Edgewood,21,21,29,"25,562"
1268,MD,Lochearn,28,39,30,"25,333"
1269,MD,Middle River,35,26,39,"25,191"
1270,MD,Laurel,53,34,41,"25,115"
1271,MD,North Potomac,21,24,33,"24,410"
1272,MD,Scaggsville,24,--,26,"24,333"
1273,MD,Pasadena,24,--,33,"24,287"
1274,MD,Fort Washington,14,22,21,"23,717"
1275,MD,Fairland,22,38,43,"23,681"
1276,MD,Ilchester,19,--,23,"23,476"
1277,MD,Arnold,15,9,21,"23,106"
1278,MD,Landover,48,41,32,"23,078"
1279,MD,Greenbelt,42,39,49,"23,068"
1280,MD,Cumberland,49,19,34,"20,859"
1281,MD,Cockeysville,33,23,26,"20,776"
1282,MD,Arbutus,43,37,35,"20,483"
1283,MD,Lake Shore,15,--,28,"19,477"
1284,MD,Rosedale,35,32,30,"19,257"
1285,MD,Camp Springs,21,28,29,"19,096"
1286,MD,Langley Park,66,57,53,"18,755"
1287,MD,Westminster,40,9,35,"18,590"
1288,MD,Ballenger Creek,25,--,40,"18,274"
1289,MD,Calverton,27,34,38,"17,724"
1290,MD,Oxon Hill,20,27,27,"17,722"
1291,MD,Hyattsville,66,59,74,"17,557"
1292,MD,White Oak,39,48,31,"17,403"
1293,MD,Glassmanor,33,47,23,"17,295"
1294,MD,Seabrook,30,30,42,"17,287"
1295,MD,Redland,22,41,35,"17,242"
1296,MD,Beltsville,39,29,43,"16,772"
1297,MD,Ferndale,36,35,39,"16,746"
1298,MD,Takoma Park,69,61,68,"16,715"
1299,ME,Portland (the largest city in Maine),61,4,68,"66,194"
1300,ME,Lewiston,45,--,42,"36,592"
1301,ME,Bangor,41,--,39,"33,039"
1302,ME,South Portland,41,--,62,"25,002"
1303,ME,Auburn,33,--,31,"23,055"
1304,ME,Biddeford,39,--,44,"21,277"
1305,ME,Augusta,25,--,30,"19,136"
1306,ME,Saco,23,--,40,"18,482"
1307,ME,Westbrook,32,--,47,"17,494"
1308,MI,Detroit (the largest city in Michigan),53,39,55,"713,777"
1309,MI,Grand Rapids,57,40,53,"188,040"
1310,MI,Warren,43,--,46,"134,056"
1311,MI,Sterling Heights,32,--,40,"129,699"
1312,MI,Lansing,43,34,59,"114,297"
1313,MI,Ann Arbor,50,48,69,"113,934"
1314,MI,Flint,43,31,49,"102,434"
1315,MI,Dearborn,59,--,50,"98,153"
1316,MI,Livonia,34,--,48,"96,942"
1317,MI,Westland,36,--,48,"84,094"
1318,MI,Troy,27,--,43,"80,980"
1319,MI,Farmington Hills,23,--,39,"79,740"
1320,MI,Kalamazoo,48,--,52,"74,262"
1321,MI,Wyoming,37,--,44,"72,125"
1322,MI,Southfield,35,--,42,"71,739"
1323,MI,Rochester Hills,18,--,35,"70,995"
1324,MI,Taylor,32,--,41,"63,131"
1325,MI,St. Clair Shores,41,--,45,"59,715"
1326,MI,Pontiac,41,--,46,"59,515"
1327,MI,Dearborn Heights,45,--,51,"57,774"
1328,MI,Royal Oak,52,--,54,"57,236"
1329,MI,Novi,17,--,46,"55,224"
1330,MI,Battle Creek,37,--,42,"52,347"
1331,MI,Saginaw,39,--,48,"51,508"
1332,MI,Kentwood,24,--,43,"48,707"
1333,MI,East Lansing,53,--,77,"48,579"
1334,MI,Roseville,43,--,47,"47,299"
1335,MI,Portage,18,--,47,"46,292"
1336,MI,Midland,30,--,50,"41,863"
1337,MI,Muskegon,44,--,52,"38,401"
1338,MI,Lincoln Park,60,--,52,"38,144"
1339,MI,Bay City,51,--,59,"34,932"
1340,MI,Jackson,46,--,60,"33,534"
1341,MI,Holland,43,--,61,"33,051"
1342,MI,Eastpointe,56,--,49,"32,442"
1343,MI,Port Huron,45,--,49,"30,184"
1344,MI,Southgate,49,--,47,"30,047"
1345,MI,Burton,22,--,37,"29,999"
1346,MI,Madison Heights,55,--,50,"29,694"
1347,MI,Oak Park,43,--,46,"29,319"
1348,MI,Allen Park,49,--,46,"28,210"
1349,MI,Garden City,43,--,47,"27,692"
1350,MI,Mount Pleasant,52,--,58,"26,016"
1351,MI,Wyandotte,60,--,51,"25,883"
1352,MI,Forest Hills,8,--,26,"25,867"
1353,MI,Inkster,29,--,41,"25,369"
1354,MI,Norton Shores,13,--,35,"23,994"
1355,MI,Romulus,15,--,36,"23,989"
1356,MI,Holt,17,--,44,"23,973"
1357,MI,Waverly,27,--,46,"23,925"
1358,MI,Walker,18,--,36,"23,537"
1359,MI,Hamtramck,82,--,56,"22,423"
1360,MI,Auburn Hills,27,--,46,"21,412"
1361,MI,Okemos,21,--,41,"21,369"
1362,MI,Marquette,46,--,60,"21,355"
1363,MI,Adrian,49,--,54,"21,133"
1364,MI,Monroe,46,--,49,"20,733"
1365,MI,Birmingham,59,--,49,"20,103"
1366,MI,Ferndale,63,13,68,"19,900"
1367,MI,Ypsilanti,59,43,67,"19,435"
1368,MI,Haslett,18,--,43,"19,220"
1369,MI,Trenton,38,--,43,"18,853"
1370,MI,Wayne,42,--,45,"17,593"
1371,MI,Allendale,20,--,36,"17,579"
1372,MI,Jenison,19,--,40,"16,538"
1373,MN,Minneapolis (the largest city in Minnesota),70,57,84,"382,578"
1374,MN,St. Paul,60,48,67,"285,068"
1375,MN,Rochester,30,--,57,"106,769"
1376,MN,Duluth,35,34,43,"86,265"
1377,MN,Bloomington,28,--,44,"82,893"
1378,MN,Brooklyn Park,26,28,46,"75,781"
1379,MN,Plymouth,19,--,43,"70,576"
1380,MN,St. Cloud,33,--,50,"65,842"
1381,MN,Eagan,22,23,37,"64,206"
1382,MN,Woodbury,18,--,37,"61,961"
1383,MN,Maple Grove,13,--,46,"61,567"
1384,MN,Coon Rapids,24,23,48,"61,476"
1385,MN,Eden Prairie,17,--,50,"60,797"
1386,MN,Burnsville,31,25,40,"60,306"
1387,MN,Blaine,22,--,41,"57,186"
1388,MN,Lakeville,14,--,39,"55,954"
1389,MN,Minnetonka,21,22,38,"49,734"
1390,MN,Apple Valley,20,27,39,"49,084"
1391,MN,Edina,36,35,50,"47,941"
1392,MN,St. Louis Park,47,37,65,"45,250"
1393,MN,Mankato,38,--,51,"39,309"
1394,MN,Moorhead,30,--,56,"38,065"
1395,MN,Maplewood,22,33,40,"38,018"
1396,MN,Shakopee,26,--,54,"37,076"
1397,MN,Richfield,55,49,68,"35,228"
1398,MN,Cottage Grove,14,9,33,"34,589"
1399,MN,Inver Grove Heights,16,26,28,"33,880"
1400,MN,Roseville,33,33,49,"33,660"
1401,MN,Andover,11,--,42,"30,598"
1402,MN,Brooklyn Center,31,40,52,"30,104"
1403,MN,Winona,39,--,54,"27,592"
1404,MN,Oakdale,18,20,37,"27,378"
1405,MN,Fridley,36,36,48,"27,208"
1406,MN,Savage,22,--,47,"26,911"
1407,MN,Owatonna,26,--,39,"25,599"
1408,MN,Shoreview,16,21,39,"25,043"
1409,MN,Austin,35,--,57,"24,718"
1410,MN,White Bear Lake,34,--,46,"23,797"
1411,MN,Chaska,21,--,42,"23,770"
1412,MN,Ramsey,8,--,42,"23,668"
1413,MN,Faribault,28,--,45,"23,352"
1414,MN,Champlin,19,--,51,"23,089"
1415,MN,Elk River,15,--,33,"22,974"
1416,MN,Chanhassen,15,--,48,"22,952"
1417,MN,Prior Lake,14,--,43,"22,796"
1418,MN,Hastings,31,--,43,"22,172"
1419,MN,Crystal,43,30,52,"22,151"
1420,MN,Rosemount,21,--,43,"21,874"
1421,MN,New Brighton,32,31,45,"21,456"
1422,MN,Farmington,19,--,41,"21,086"
1423,MN,Golden Valley,28,31,53,"20,371"
1424,MN,New Hope,42,28,51,"20,339"
1425,MN,Lino Lakes,8,--,38,"20,216"
1426,MN,South St. Paul,38,34,40,"20,160"
1427,MN,Northfield,29,--,51,"20,007"
1428,MN,Willmar,34,--,53,"19,610"
1429,MN,West St. Paul,45,37,47,"19,540"
1430,MN,Columbia Heights,53,39,51,"19,496"
1431,MN,Forest Lake,17,--,38,"18,375"
1432,MN,Stillwater,33,--,43,"18,225"
1433,MN,Albert Lea,29,--,43,"18,016"
1434,MN,Hopkins,57,34,71,"17,591"
1435,MN,Anoka,40,25,55,"17,142"
1436,MO,Kansas City (the largest city in Missouri),35,29,35,"459,787"
1437,MO,St. Louis,65,45,62,"319,294"
1438,MO,Springfield,38,--,53,"159,498"
1439,MO,Independence,26,20,28,"116,830"
1440,MO,Columbia,31,--,40,"108,500"
1441,MO,Lee's Summit,20,--,29,"91,364"
1442,MO,O'Fallon,21,--,29,"79,329"
1443,MO,St. Joseph,33,--,31,"76,780"
1444,MO,St. Charles,32,--,32,"65,794"
1445,MO,St. Peters,26,--,37,"52,575"
1446,MO,Blue Springs,27,--,33,"52,575"
1447,MO,Florissant,38,29,41,"52,158"
1448,MO,Joplin,36,--,44,"50,150"
1449,MO,Chesterfield,19,20,23,"47,484"
1450,MO,Jefferson City,26,--,23,"43,079"
1451,MO,Cape Girardeau,31,--,31,"37,941"
1452,MO,Oakville,14,9,20,"36,143"
1453,MO,Wildwood,10,--,17,"35,517"
1454,MO,University City,59,40,53,"35,371"
1455,MO,Ballwin,20,17,24,"30,404"
1456,MO,Raytown,28,13,31,"29,526"
1457,MO,Liberty,22,--,25,"29,149"
1458,MO,Wentzville,11,--,23,"29,070"
1459,MO,Mehlville,31,28,31,"28,380"
1460,MO,Kirkwood,38,27,35,"27,540"
1461,MO,Maryland Heights,23,20,28,"27,472"
1462,MO,Hazelwood,26,25,32,"25,703"
1463,MO,Gladstone,34,21,35,"25,410"
1464,MO,Grandview,20,--,31,"24,475"
1465,MO,Belton,22,--,32,"23,116"
1466,MO,Webster Groves,46,31,41,"22,995"
1467,MO,Sedalia,43,--,51,"21,387"
1468,MO,Ferguson,37,34,35,"21,203"
1469,MO,Arnold,20,12,20,"20,808"
1470,MO,Affton,36,24,36,"20,307"
1471,MO,Spanish Lake,21,30,32,"19,650"
1472,MO,Rolla,37,--,48,"19,559"
1473,MO,Raymore,16,--,28,"19,206"
1474,MO,Old Jamestown,11,17,25,"19,184"
1475,MO,Nixa,19,--,31,"19,022"
1476,MO,Warrensburg,37,--,46,"18,838"
1477,MO,Manchester,24,14,23,"18,094"
1478,MO,Hannibal,31,--,28,"17,916"
1479,MO,Creve Coeur,25,24,27,"17,833"
1480,MO,Ozark,17,--,24,"17,820"
1481,MO,Kirksville,41,--,53,"17,505"
1482,MO,Poplar Bluff,34,--,37,"17,023"
1483,MO,Lemay,44,29,44,"16,645"
1484,MS,Jackson (the largest city in Mississippi),28,20,38,"173,514"
1485,MS,Gulfport,23,--,41,"67,793"
1486,MS,Southaven,17,--,30,"48,982"
1487,MS,Hattiesburg,36,--,51,"45,989"
1488,MS,Biloxi,31,--,44,"44,054"
1489,MS,Meridian,29,--,33,"41,148"
1490,MS,Tupelo,21,--,35,"34,546"
1491,MS,Greenville,33,--,47,"34,400"
1492,MS,Olive Branch,14,--,29,"33,484"
1493,MS,Horn Lake,23,--,33,"26,066"
1494,MS,Clinton,21,0,34,"25,216"
1495,MS,Pearl,20,--,35,"25,092"
1496,MS,Madison,8,--,29,"24,149"
1497,MS,Ridgeland,31,--,45,"24,047"
1498,MS,Starkville,28,--,38,"23,888"
1499,MS,Vicksburg,21,--,25,"23,856"
1500,MS,Columbus,36,--,45,"23,640"
1501,MS,Pascagoula,34,--,46,"22,392"
1502,MS,Brandon,11,--,29,"21,705"
1503,MS,Oxford,24,--,37,"18,916"
1504,MS,Gautier,10,--,34,"18,572"
1505,MS,Laurel,34,--,41,"18,540"
1506,MS,Clarksdale,33,--,46,"17,962"
1507,MS,Ocean Springs,25,--,41,"17,442"
1508,MT,Billings (the largest city in Montana),35,--,47,"104,170"
1509,MT,Missoula,46,34,60,"66,788"
1510,MT,Great Falls,44,--,47,"58,505"
1511,MT,Bozeman,48,20,62,"37,280"
1512,MT,Butte-Silver Bow,40,17,45,"33,525"
1513,MT,Helena,50,--,44,"28,190"
1514,MT,Kalispell,41,--,48,"19,927"
1515,NC,Charlotte (the largest city in North Carolina),26,29,34,"731,424"
1516,NC,Raleigh,31,30,41,"403,892"
1517,NC,Greensboro,29,--,35,"269,666"
1518,NC,Winston-Salem,23,--,29,"229,617"
1519,NC,Durham,29,29,41,"228,330"
1520,NC,Fayetteville,21,--,33,"200,564"
1521,NC,Cary,27,18,40,"135,234"
1522,NC,Wilmington,35,20,52,"106,476"
1523,NC,High Point,24,--,31,"104,371"
1524,NC,Greenville,33,--,45,"84,554"
1525,NC,Asheville,36,26,33,"83,393"
1526,NC,Concord,18,11,24,"79,066"
1527,NC,Gastonia,24,--,27,"71,741"
1528,NC,Jacksonville,25,--,43,"70,145"
1529,NC,Rocky Mount,24,16,39,"57,477"
1530,NC,Chapel Hill,36,42,50,"57,233"
1531,NC,Burlington,33,--,39,"49,963"
1532,NC,Wilson,32,--,42,"49,167"
1533,NC,Huntersville,16,--,28,"46,773"
1534,NC,Kannapolis,22,20,26,"42,625"
1535,NC,Hickory,27,--,26,"40,010"
1536,NC,Apex,25,--,28,"37,476"
1537,NC,Goldsboro,27,--,41,"36,437"
1538,NC,Salisbury,27,--,34,"33,662"
1539,NC,Indian Trail,10,--,28,"33,518"
1540,NC,Monroe,25,--,33,"32,797"
1541,NC,Mooresville,20,--,26,"32,711"
1542,NC,Wake Forest,20,--,26,"30,117"
1543,NC,New Bern,27,--,45,"29,524"
1544,NC,Sanford,21,--,32,"28,094"
1545,NC,Matthews,15,--,28,"27,198"
1546,NC,Thomasville,24,--,29,"26,757"
1547,NC,Garner,22,--,27,"25,745"
1548,NC,Asheboro,26,--,26,"25,012"
1549,NC,Cornelius,27,--,34,"24,866"
1550,NC,Holly Springs,19,--,24,"24,661"
1551,NC,Statesville,30,--,31,"24,532"
1552,NC,Kernersville,20,--,26,"23,123"
1553,NC,Mint Hill,10,--,24,"22,722"
1554,NC,Kinston,32,--,43,"21,677"
1555,NC,Lumberton,29,--,43,"21,542"
1556,NC,Havelock,26,--,42,"20,735"
1557,NC,Shelby,28,--,31,"20,323"
1558,NC,Carrboro,28,--,59,"19,582"
1559,NC,Lexington,32,--,32,"18,931"
1560,NC,Elizabeth City,38,--,50,"18,683"
1561,NC,Clemmons,12,--,23,"18,627"
1562,NC,Morrisville,26,--,42,"18,576"
1563,NC,Lenoir,21,--,25,"18,228"
1564,NC,Fuquay-Varina,20,--,30,"17,937"
1565,NC,Boone,49,--,26,"17,122"
1566,NC,Morganton,25,--,24,"16,918"
1567,ND,Fargo (the largest city in North Dakota),44,25,50,"105,549"
1568,ND,Bismarck,36,--,40,"61,272"
1569,ND,Grand Forks,48,--,61,"52,838"
1570,ND,Minot,39,--,38,"40,888"
1571,ND,West Fargo,28,--,39,"25,830"
1572,ND,Mandan,27,--,32,"18,331"
1573,ND,Dickinson,34,--,39,"17,787"
1574,NE,Omaha (the largest city in Nebraska),47,27,44,"408,958"
1575,NE,Lincoln,43,24,61,"258,379"
1576,NE,Bellevue,31,--,30,"50,137"
1577,NE,Grand Island,40,--,52,"48,520"
1578,NE,Kearney,41,--,49,"30,787"
1579,NE,Fremont,45,--,50,"26,397"
1580,NE,Hastings,41,--,50,"24,907"
1581,NE,North Platte,36,--,44,"24,733"
1582,NE,Norfolk,43,--,45,"24,210"
1583,NE,Columbus,43,--,48,"22,111"
1584,NE,Papillion,39,--,45,"18,894"
1585,NH,Manchester (the largest city in New Hampshire),49,--,42,"109,565"
1586,NH,Nashua,38,--,38,"86,494"
1587,NH,Concord,36,--,37,"42,695"
1588,NH,Dover,32,--,36,"29,987"
1589,NH,Rochester,22,--,33,"29,752"
1590,NH,Keene,43,--,51,"23,409"
1591,NH,Derry,29,--,38,"22,015"
1592,NH,Portsmouth,47,--,48,"20,779"
1593,NJ,Newark (the largest city in New Jersey),79,65,61,"277,140"
1594,NJ,Jersey City,87,71,70,"247,597"
1595,NJ,Paterson,78,48,48,"146,199"
1596,NJ,Elizabeth,81,43,56,"124,969"
1597,NJ,Toms River,28,--,39,"88,791"
1598,NJ,Trenton,70,45,58,"84,913"
1599,NJ,Clifton,61,45,47,"84,136"
1600,NJ,Camden,70,47,59,"77,344"
1601,NJ,Passaic,82,54,52,"69,781"
1602,NJ,Union City,94,81,56,"66,455"
1603,NJ,East Orange,73,56,50,"64,270"
1604,NJ,Bayonne,80,62,52,"63,024"
1605,NJ,Vineland,26,--,38,"60,724"
1606,NJ,New Brunswick,74,34,62,"55,181"
1607,NJ,Lakewood,54,--,48,"53,805"
1608,NJ,Perth Amboy,76,43,51,"50,814"
1609,NJ,Hoboken,96,75,80,"50,005"
1610,NJ,Plainfield,59,42,50,"49,808"
1611,NJ,West New York,94,73,51,"49,708"
1612,NJ,Hackensack,73,56,51,"43,010"
1613,NJ,Sayreville,30,--,33,"42,704"
1614,NJ,Kearny,75,42,47,"40,684"
1615,NJ,Linden,67,42,52,"40,499"
1616,NJ,Atlantic City,73,48,61,"39,558"
1617,NJ,Fort Lee,79,54,50,"35,345"
1618,NJ,Fair Lawn,58,42,47,"32,457"
1619,NJ,Long Branch,63,26,58,"30,719"
1620,NJ,Garfield,76,45,49,"30,487"
1621,NJ,Westfield,44,32,43,"30,316"
1622,NJ,Millville,31,--,42,"28,400"
1623,NJ,Rahway,64,39,58,"27,346"
1624,NJ,Englewood,60,46,45,"27,147"
1625,NJ,Bergenfield,62,46,50,"26,764"
1626,NJ,Paramus,36,41,38,"26,342"
1627,NJ,Bridgeton,43,--,43,"25,349"
1628,NJ,Ridgewood,42,42,41,"24,958"
1629,NJ,Lodi,70,45,47,"24,136"
1630,NJ,Old Bridge,30,36,37,"23,753"
1631,NJ,Cliffside Park,83,55,45,"23,594"
1632,NJ,South Plainfield,43,24,43,"23,385"
1633,NJ,Carteret,56,32,47,"22,844"
1634,NJ,Somerset,26,--,41,"22,083"
1635,NJ,North Plainfield,58,38,44,"21,936"
1636,NJ,Summit,47,33,33,"21,457"
1637,NJ,Roselle,66,44,50,"21,085"
1638,NJ,Pleasantville,51,37,56,"20,249"
1639,NJ,Palisades Park,81,52,42,"19,622"
1640,NJ,Elmwood Park,55,42,45,"19,403"
1641,NJ,Woodbridge,52,38,44,"19,265"
1642,NJ,Hawthorne,53,26,37,"18,791"
1643,NJ,Iselin,60,35,47,"18,695"
1644,NJ,Glassboro,38,--,48,"18,579"
1645,NJ,Morristown,70,32,42,"18,411"
1646,NJ,Point Pleasant,49,--,52,"18,392"
1647,NJ,Dover,59,35,35,"18,157"
1648,NJ,Rutherford,69,53,47,"18,061"
1649,NJ,Tinton Falls,16,--,33,"17,892"
1650,NJ,Colonia,41,27,41,"17,795"
1651,NJ,Lindenwold,44,29,48,"17,613"
1652,NJ,Dumont,58,47,47,"17,479"
1653,NJ,Avenel,46,31,42,"17,011"
1654,NM,Albuquerque (the largest city in New Mexico),42,30,62,"545,852"
1655,NM,Las Cruces,35,--,46,"97,618"
1656,NM,Rio Rancho,16,--,32,"87,521"
1657,NM,Santa Fe,40,--,50,"67,947"
1658,NM,Roswell,32,--,48,"48,366"
1659,NM,Farmington,31,16,36,"45,877"
1660,NM,South Valley,22,--,44,"40,976"
1661,NM,Clovis,37,--,45,"37,775"
1662,NM,Hobbs,41,--,46,"34,122"
1663,NM,Alamogordo,26,--,41,"30,403"
1664,NM,Carlsbad,36,--,50,"26,138"
1665,NM,Gallup,28,--,33,"21,678"
1666,NV,Las Vegas (the largest city in Nevada),41,34,46,"583,756"
1667,NV,Henderson,29,24,44,"257,729"
1668,NV,Reno,38,28,52,"225,221"
1669,NV,Paradise,48,38,54,"223,167"
1670,NV,North Las Vegas,33,32,48,"216,961"
1671,NV,Sunrise Manor,36,40,48,"189,372"
1672,NV,Spring Valley,43,38,45,"178,395"
1673,NV,Enterprise,24,--,38,"108,481"
1674,NV,Sparks,40,--,52,"90,264"
1675,NV,Carson City,35,--,57,"55,274"
1676,NV,Whitney,28,37,47,"38,585"
1677,NV,Pahrump,4,--,31,"36,441"
1678,NV,Winchester,52,45,56,"27,978"
1679,NV,Summerlin South,21,28,34,"24,085"
1680,NV,Fernley,16,--,37,"19,368"
1681,NV,Sun Valley,20,21,34,"19,299"
1682,NV,Elko,36,--,40,"18,297"
1683,NY,New York (the largest city in New York),88,84,70,"8,175,133"
1684,NY,Buffalo,68,49,65,"261,310"
1685,NY,Rochester,65,43,61,"210,565"
1686,NY,Yonkers,70,54,39,"195,976"
1687,NY,Syracuse,60,44,50,"145,170"
1688,NY,Albany,65,54,56,"97,856"
1689,NY,New Rochelle,65,44,48,"77,062"
1690,NY,Cheektowaga,34,28,44,"75,178"
1691,NY,Mount Vernon,74,56,44,"67,292"
1692,NY,Schenectady,65,37,51,"66,135"
1693,NY,Utica,58,--,49,"62,235"
1694,NY,Brentwood,38,--,42,"60,664"
1695,NY,Tonawanda,47,31,50,"58,144"
1696,NY,White Plains,62,51,40,"56,853"
1697,NY,Hempstead,74,53,55,"53,891"
1698,NY,Levittown,50,21,46,"51,881"
1699,NY,Irondequoit,32,33,40,"51,692"
1700,NY,Niagara Falls,49,30,55,"50,193"
1701,NY,Troy,56,39,44,"50,129"
1702,NY,Binghamton,56,--,51,"47,376"
1703,NY,West Seneca,25,--,37,"44,711"
1704,NY,West Babylon,46,--,44,"43,213"
1705,NY,Freeport,63,37,50,"42,860"
1706,NY,Hicksville,60,30,50,"41,547"
1707,NY,Coram,18,--,36,"39,113"
1708,NY,East Meadow,52,25,46,"38,132"
1709,NY,Valley Stream,66,51,51,"37,511"
1710,NY,Brighton,28,32,47,"36,609"
1711,NY,Commack,30,--,38,"36,124"
1712,NY,Central Islip,37,--,42,"34,450"
1713,NY,Rome,35,--,45,"33,725"
1714,NY,New City,21,--,29,"33,559"
1715,NY,Long Beach,70,29,53,"33,275"
1716,NY,Elmont,62,40,49,"33,198"
1717,NY,Huntington Station,51,--,50,"33,029"
1718,NY,Poughkeepsie,63,30,54,"32,736"
1719,NY,Oceanside,55,32,48,"32,109"
1720,NY,Centereach,22,--,36,"31,578"
1721,NY,North Tonawanda,38,--,51,"31,568"
1722,NY,Spring Valley,53,20,41,"31,347"
1723,NY,Jamestown,53,--,43,"31,146"
1724,NY,Ithaca,71,--,57,"30,014"
1725,NY,Franklin Square,67,38,51,"29,320"
1726,NY,Elmira,50,--,55,"29,200"
1727,NY,Port Chester,76,43,43,"28,967"
1728,NY,Newburgh,69,--,43,"28,866"
1729,NY,West Islip,33,--,39,"28,335"
1730,NY,Middletown,57,--,38,"28,086"
1731,NY,Shirley,23,--,37,"27,854"
1732,NY,Deer Park,45,--,43,"27,745"
1733,NY,Auburn,52,28,44,"27,687"
1734,NY,Harrison,37,32,31,"27,472"
1735,NY,Lindenhurst,53,--,46,"27,253"
1736,NY,Holbrook,32,--,40,"27,195"
1737,NY,Watertown,50,--,46,"27,023"
1738,NY,Glen Cove,52,22,37,"26,964"
1739,NY,Dix Hills,12,--,25,"26,892"
1740,NY,Saratoga Springs,42,24,42,"26,586"
1741,NY,Smithtown,23,--,31,"26,470"
1742,NY,Bay Shore,50,--,48,"26,337"
1743,NY,Plainview,48,15,46,"26,217"
1744,NY,Ossining,61,36,35,"25,060"
1745,NY,Uniondale,63,38,52,"24,759"
1746,NY,Medford,20,--,36,"24,142"
1747,NY,Baldwin,63,36,51,"24,033"
1748,NY,Rockville Centre,62,40,55,"24,023"
1749,NY,Kingston,57,--,53,"23,893"
1750,NY,Peekskill,61,33,30,"23,583"
1751,NY,Copiague,56,--,48,"22,993"
1752,NY,East Patchogue,24,--,38,"22,469"
1753,NY,Garden City,54,46,48,"22,371"
1754,NY,Merrick,55,25,47,"22,097"
1755,NY,Massapequa,48,23,47,"21,685"
1756,NY,Lockport,44,--,52,"21,165"
1757,NY,Hauppauge,26,--,36,"20,882"
1758,NY,Rotterdam,39,--,45,"20,652"
1759,NY,East Northport,39,--,39,"20,217"
1760,NY,Kiryas Joel,41,--,29,"20,175"
1761,NY,Lake Ronkonkoma,41,--,42,"20,155"
1762,NY,Plattsburgh,57,--,57,"19,989"
1763,NY,North Bellmore,53,18,46,"19,941"
1764,NY,Selden,35,--,40,"19,851"
1765,NY,Holtsville,22,--,36,"19,714"
